timestamp,g_w_hat_MWh,g_w_real_MWh,lambda_S,lambda_I,eta_S,eta_I
2023-04-24 17:00:00,8991.0,9839.25,92.74,36.91,-0.02985957290660645,0.154192
2023-04-24 18:00:00,8670.75,10227.25,111.55,39.31,-0.02985957290660645,0.154192
2023-04-24 19:00:00,8116.5,10312.0,127.86,46.6,-0.02985957290660645,0.154192
2023-04-24 20:00:00,7797.25,9866.5,129.19,79.63,-0.02985957290660645,0.154192
2023-04-24 21:00:00,7637.5,8533.25,125.54,150.25,-0.02985957290660645,0.154192
2023-04-24 22:00:00,7590.75,7960.5,114.23,131.82,-0.02985957290660645,0.154192
2023-04-24 23:00:00,7696.0,7525.75,96.2,106.82,-0.02985957290660645,0.154192
2023-04-25 00:00:00,7141.25,6350.75,91.6,52.26,-0.036783608912392914,0.108851
2023-04-25 01:00:00,7170.75,6330.5,90.52,52.93,-0.036783608912392914,0.108851
2023-04-25 02:00:00,7032.5,7275.25,88.96,45.45,-0.036783608912392914,0.108851
2023-04-25 03:00:00,6748.75,6691.75,87.43,153.45,-0.036783608912392914,0.108851
2023-04-25 04:00:00,6502.25,5390.0,87.24,107.94,-0.036783608912392914,0.108851
2023-04-25 05:00:00,6357.5,5111.5,92.55,186.22,-0.036783608912392914,0.108851
2023-04-25 06:00:00,6343.5,5045.25,115.54,62.11,-0.036783608912392914,0.108851
2023-04-25 07:00:00,6427.25,4878.0,127.41,113.08,-0.036783608912392914,0.108851
2023-04-25 08:00:00,6833.5,5683.75,128.2,54.06,-0.036783608912392914,0.108851
2023-04-25 09:00:00,7170.25,6285.5,104.29,77.2,-0.036783608912392914,0.108851
2023-04-25 10:00:00,7337.25,6251.0,91.44,79.99,-0.036783608912392914,0.108851
2023-04-25 11:00:00,7545.75,6565.25,80.83,98.61,-0.036783608912392914,0.108851
2023-04-25 12:00:00,7947.75,7278.75,74.64,126.82,-0.036783608912392914,0.108851
2023-04-25 13:00:00,8455.75,7821.75,69.46,209.04,-0.036783608912392914,0.108851
2023-04-25 14:00:00,9079.75,8384.5,61.26,111.74,-0.036783608912392914,0.108851
2023-04-25 15:00:00,9609.0,8354.75,61.46,-2.24,-0.036783608912392914,0.108851
2023-04-25 16:00:00,9903.5,8197.0,70.48,120.16,-0.036783608912392914,0.108851
2023-04-25 17:00:00,9844.25,7893.5,79.55,110.54,-0.036783608912392914,0.108851
2023-04-25 18:00:00,9167.0,7548.5,96.18,134.58,-0.036783608912392914,0.108851
2023-04-25 19:00:00,7984.25,6964.5,125.53,86.81,-0.036783608912392914,0.108851
2023-04-25 20:00:00,7221.5,6685.5,136.97,57.71,-0.036783608912392914,0.108851
2023-04-25 21:00:00,7011.75,7193.0,126.87,66.19,-0.036783608912392914,0.108851
2023-04-25 22:00:00,7123.25,7693.5,118.39,112.71,-0.036783608912392914,0.108851
2023-04-25 23:00:00,7331.25,8170.0,96.21,13.51,-0.036783608912392914,0.108851
2023-04-26 00:00:00,7374.25,7915.75,90.72,-75.68,-0.026360022581429454,0.198694
2023-04-26 01:00:00,7535.25,7959.0,88.6,50.82,-0.026360022581429454,0.198694
2023-04-26 02:00:00,7821.0,7970.25,89.5,53.68,-0.026360022581429454,0.198694
2023-04-26 03:00:00,8032.5,8052.5,87.7,58.78,-0.026360022581429454,0.198694
2023-04-26 04:00:00,8113.0,8135.75,88.68,56.93,-0.026360022581429454,0.198694
2023-04-26 05:00:00,8065.25,8185.75,95.57,106.79,-0.026360022581429454,0.198694
2023-04-26 06:00:00,7748.5,7712.75,118.92,138.65,-0.026360022581429454,0.198694
2023-04-26 07:00:00,6683.5,6334.25,132.93,147.2,-0.026360022581429454,0.198694
2023-04-26 08:00:00,6407.25,5483.0,123.49,16.38,-0.026360022581429454,0.198694
2023-04-26 09:00:00,7096.25,5707.0,90.46,-213.84,-0.026360022581429454,0.198694
2023-04-26 10:00:00,7173.75,5716.75,83.83,156.9,-0.026360022581429454,0.198694
2023-04-26 11:00:00,6945.75,5535.25,90.64,155.67,-0.026360022581429454,0.198694
2023-04-26 12:00:00,6899.75,5446.75,89.57,37.01,-0.026360022581429454,0.198694
2023-04-26 13:00:00,6970.0,5695.0,89.82,-176.47,-0.026360022581429454,0.198694
2023-04-26 14:00:00,7029.5,5152.5,89.66,-37.21,-0.026360022581429454,0.198694
2023-04-26 15:00:00,6919.0,5187.75,88.22,-477.31,-0.026360022581429454,0.198694
2023-04-26 16:00:00,6705.75,5358.0,93.3,39.08,-0.026360022581429454,0.198694
2023-04-26 17:00:00,6333.5,4314.75,106.59,64.57,-0.026360022581429454,0.198694
2023-04-26 18:00:00,5698.25,4279.75,121.5,180.04,-0.026360022581429454,0.198694
2023-04-26 19:00:00,4850.75,3573.0,140.72,142.95,-0.026360022581429454,0.198694
2023-04-26 20:00:00,4379.0,3102.75,147.24,37.08,-0.026360022581429454,0.198694
2023-04-26 21:00:00,4249.75,3344.0,138.83,58.86,-0.026360022581429454,0.198694
2023-04-26 22:00:00,4236.75,3331.25,123.52,5.65,-0.026360022581429454,0.198694
2023-04-26 23:00:00,4233.0,3353.0,114.75,42.93,-0.026360022581429454,0.198694
2023-04-27 00:00:00,3701.25,3283.25,101.78,164.73,-0.019363248929179077,0.172284
2023-04-27 01:00:00,3746.0,3511.5,95.56,26.8,-0.019363248929179077,0.172284
2023-04-27 02:00:00,3793.5,3557.5,93.11,60.07,-0.019363248929179077,0.172284
2023-04-27 03:00:00,3661.0,3502.25,91.65,23.96,-0.019363248929179077,0.172284
2023-04-27 04:00:00,3482.0,3338.5,92.56,28.95,-0.019363248929179077,0.172284
2023-04-27 05:00:00,3307.0,3284.0,101.84,11.11,-0.019363248929179077,0.172284
2023-04-27 06:00:00,3083.25,3026.75,119.81,285.25,-0.019363248929179077,0.172284
2023-04-27 07:00:00,2650.25,2359.0,135.67,226.79,-0.019363248929179077,0.172284
2023-04-27 08:00:00,2185.0,1846.5,128.85,93.28,-0.019363248929179077,0.172284
2023-04-27 09:00:00,2286.0,2256.5,103.12,-45.66,-0.019363248929179077,0.172284
2023-04-27 10:00:00,2574.25,2482.25,89.92,-54.4,-0.019363248929179077,0.172284
2023-04-27 11:00:00,2670.75,2524.0,89.49,98.52,-0.019363248929179077,0.172284
2023-04-27 12:00:00,2837.0,2434.75,88.15,-1.67,-0.019363248929179077,0.172284
2023-04-27 13:00:00,3055.25,2656.75,86.43,-5.86,-0.019363248929179077,0.172284
2023-04-27 14:00:00,3224.0,1844.0,87.93,-15.81,-0.019363248929179077,0.172284
2023-04-27 15:00:00,3158.0,1814.25,89.92,11.71,-0.019363248929179077,0.172284
2023-04-27 16:00:00,2946.0,2608.5,91.48,24.0,-0.019363248929179077,0.172284
2023-04-27 17:00:00,2615.0,1248.5,97.25,63.71,-0.019363248929179077,0.172284
2023-04-27 18:00:00,2088.25,837.0,119.7,100.78,-0.019363248929179077,0.172284
2023-04-27 19:00:00,1512.25,1494.0,146.18,111.18,-0.019363248929179077,0.172284
2023-04-27 20:00:00,1199.5,1268.5,155.41,163.85,-0.019363248929179077,0.172284
2023-04-27 21:00:00,1136.75,1462.75,134.44,108.95,-0.019363248929179077,0.172284
2023-04-27 22:00:00,1159.5,1678.75,119.16,65.05,-0.019363248929179077,0.172284
2023-04-27 23:00:00,1186.75,1704.75,96.48,67.8,-0.019363248929179077,0.172284
2023-04-28 00:00:00,1164.0,1870.75,96.94,78.29,-0.03566930702458069,0.180217
2023-04-28 01:00:00,1272.5,2363.25,88.33,78.35,-0.03566930702458069,0.180217
2023-04-28 02:00:00,1442.0,2688.25,85.84,79.57,-0.03566930702458069,0.180217
2023-04-28 03:00:00,1563.5,2768.75,88.06,52.08,-0.03566930702458069,0.180217
2023-04-28 04:00:00,1722.75,2918.75,88.28,62.76,-0.03566930702458069,0.180217
2023-04-28 05:00:00,1974.25,3091.5,91.07,150.92,-0.03566930702458069,0.180217
2023-04-28 06:00:00,2292.0,3354.0,108.1,132.7,-0.03566930702458069,0.180217
2023-04-28 07:00:00,2585.0,3428.25,117.64,161.92,-0.03566930702458069,0.180217
2023-04-28 08:00:00,2295.25,2276.0,120.49,209.32,-0.03566930702458069,0.180217
2023-04-28 09:00:00,1597.75,2067.0,114.67,110.1,-0.03566930702458069,0.180217
2023-04-28 10:00:00,1601.5,2485.25,107.54,157.48,-0.03566930702458069,0.180217
2023-04-28 11:00:00,1769.25,2080.25,100.87,165.63,-0.03566930702458069,0.180217
2023-04-28 12:00:00,1916.25,1950.25,96.96,141.15,-0.03566930702458069,0.180217
2023-04-28 13:00:00,2104.0,1971.75,88.45,109.47,-0.03566930702458069,0.180217
2023-04-28 14:00:00,2382.25,2037.75,85.69,168.57,-0.03566930702458069,0.180217
2023-04-28 15:00:00,2564.0,2143.75,84.56,185.57,-0.03566930702458069,0.180217
2023-04-28 16:00:00,2719.75,2151.0,86.09,130.99,-0.03566930702458069,0.180217
2023-04-28 17:00:00,2849.75,2259.25,95.24,171.07,-0.03566930702458069,0.180217
2023-04-28 18:00:00,3028.0,2409.0,109.93,170.04,-0.03566930702458069,0.180217
2023-04-28 19:00:00,3272.0,2630.75,114.05,222.63,-0.03566930702458069,0.180217
2023-04-28 20:00:00,3506.5,2899.5,119.15,136.81,-0.03566930702458069,0.180217
2023-04-28 21:00:00,3725.25,2964.0,118.14,169.95,-0.03566930702458069,0.180217
2023-04-28 22:00:00,3821.5,3099.75,110.89,200.34,-0.03566930702458069,0.180217
2023-04-28 23:00:00,3829.0,3390.0,100.22,365.97,-0.03566930702458069,0.180217
2023-04-29 00:00:00,3538.5,3665.25,109.83,186.14,-0.02368085993150906,0.08804
2023-04-29 01:00:00,3346.5,3560.0,103.15,171.64,-0.02368085993150906,0.08804
2023-04-29 02:00:00,3190.5,3151.25,100.81,138.04,-0.02368085993150906,0.08804
2023-04-29 03:00:00,2881.5,3069.5,99.76,152.41,-0.02368085993150906,0.08804
2023-04-29 04:00:00,2638.25,3140.25,96.19,155.4,-0.02368085993150906,0.08804
2023-04-29 05:00:00,2408.0,3205.25,97.63,150.08,-0.02368085993150906,0.08804
2023-04-29 06:00:00,2165.0,3203.75,98.09,150.67,-0.02368085993150906,0.08804
2023-04-29 07:00:00,1984.25,3278.0,103.94,150.47,-0.02368085993150906,0.08804
2023-04-29 08:00:00,1805.0,3404.75,109.87,148.65,-0.02368085993150906,0.08804
2023-04-29 09:00:00,1724.5,3768.75,101.29,178.83,-0.02368085993150906,0.08804
2023-04-29 10:00:00,1733.0,4325.0,98.42,147.92,-0.02368085993150906,0.08804
2023-04-29 11:00:00,1746.75,4710.0,88.24,175.38,-0.02368085993150906,0.08804
2023-04-29 12:00:00,1808.5,4782.25,78.13,137.16,-0.02368085993150906,0.08804
2023-04-29 13:00:00,1962.0,4710.75,75.02,122.95,-0.02368085993150906,0.08804
2023-04-29 14:00:00,2310.75,4416.5,62.9,44.24,-0.02368085993150906,0.08804
2023-04-29 15:00:00,2555.5,4109.0,65.61,75.23,-0.02368085993150906,0.08804
2023-04-29 16:00:00,2801.25,4077.75,76.01,148.2,-0.02368085993150906,0.08804
2023-04-29 17:00:00,2974.0,4348.25,80.76,75.5,-0.02368085993150906,0.08804
2023-04-29 18:00:00,2982.5,4300.25,95.11,50.69,-0.02368085993150906,0.08804
2023-04-29 19:00:00,2966.25,4458.25,112.46,99.58,-0.02368085993150906,0.08804
2023-04-29 20:00:00,3056.75,4753.5,113.49,148.6,-0.02368085993150906,0.08804
2023-04-29 21:00:00,3310.25,4326.75,114.02,121.23,-0.02368085993150906,0.08804
2023-04-29 22:00:00,3436.0,5669.5,109.81,140.23,-0.02368085993150906,0.08804
2023-04-29 23:00:00,3418.0,5946.25,104.51,74.01,-0.02368085993150906,0.08804
2023-04-30 00:00:00,4597.0,5961.75,94.33,140.56,-0.02964262611561447,0.401404
2023-04-30 01:00:00,4476.0,5618.0,86.55,146.59,-0.02964262611561447,0.401404
2023-04-30 02:00:00,4395.75,5210.5,83.97,121.52,-0.02964262611561447,0.401404
2023-04-30 03:00:00,4125.5,4710.25,81.34,146.74,-0.02964262611561447,0.401404
2023-04-30 04:00:00,3806.5,4269.75,81.25,145.68,-0.02964262611561447,0.401404
2023-04-30 05:00:00,3405.0,3849.5,83.87,78.24,-0.02964262611561447,0.401404
2023-04-30 06:00:00,2910.0,3342.75,81.56,72.63,-0.02964262611561447,0.401404
2023-04-30 07:00:00,2253.25,2202.75,77.91,106.4,-0.02964262611561447,0.401404
2023-04-30 08:00:00,1696.0,1570.25,71.26,-9.23,-0.02964262611561447,0.401404
2023-04-30 09:00:00,1425.0,1305.25,47.51,-44.77,-0.02964262611561447,0.401404
2023-04-30 10:00:00,1213.25,1062.5,26.32,69.37,-0.02964262611561447,0.401404
2023-04-30 11:00:00,1117.25,1252.0,5.36,119.57,-0.02964262611561447,0.401404
2023-04-30 12:00:00,1071.25,1110.75,-2.42,-168.38,-0.02964262611561447,0.401404
2023-04-30 13:00:00,1016.25,861.25,-5.06,-216.15,-0.02964262611561447,0.401404
2023-04-30 14:00:00,979.75,643.75,-2.93,-338.48,-0.02964262611561447,0.401404
2023-04-30 15:00:00,878.5,529.75,1.13,-114.68,-0.02964262611561447,0.401404
2023-04-30 16:00:00,768.5,426.75,13.3,-942.81,-0.02964262611561447,0.401404
2023-04-30 17:00:00,687.5,416.5,67.05,-53.34,-0.02964262611561447,0.401404
2023-04-30 18:00:00,624.75,357.25,101.63,-29.28,-0.02964262611561447,0.401404
2023-04-30 19:00:00,692.25,355.25,115.12,-34.74,-0.02964262611561447,0.401404
2023-04-30 20:00:00,916.25,519.25,117.44,91.85,-0.02964262611561447,0.401404
2023-04-30 21:00:00,1203.25,823.75,116.11,167.89,-0.02964262611561447,0.401404
2023-04-30 22:00:00,1428.75,1193.0,111.28,126.17,-0.02964262611561447,0.401404
2023-04-30 23:00:00,1591.5,1644.0,103.29,140.06,-0.02964262611561447,0.401404
2023-05-01 00:00:00,2037.91,1958.0,104.42,80.77,-0.02830662172914424,0.111646
2023-05-01 01:00:00,1577.89,2681.75,94.92,62.85,-0.02830662172914424,0.111646
2023-05-01 02:00:00,3729.3,3074.5,90.73,74.47,-0.02830662172914424,0.111646
2023-05-01 03:00:00,3311.52,3286.25,85.49,89.09,-0.02830662172914424,0.111646
2023-05-01 04:00:00,3834.23,3593.75,82.94,26.58,-0.02830662172914424,0.111646
2023-05-01 05:00:00,4162.29,4134.0,83.61,34.31,-0.02830662172914424,0.111646
2023-05-01 06:00:00,4203.98,4317.25,82.81,15.9,-0.02830662172914424,0.111646
2023-05-01 07:00:00,3188.31,3486.25,80.0,68.32,-0.02830662172914424,0.111646
2023-05-01 08:00:00,2223.09,1685.75,78.99,115.53,-0.02830662172914424,0.111646
2023-05-01 09:00:00,999.11,986.5,79.85,13.15,-0.02830662172914424,0.111646
2023-05-01 10:00:00,1427.04,1082.25,70.58,-0.33,-0.02830662172914424,0.111646
2023-05-01 11:00:00,1323.39,1396.75,64.6,-17.81,-0.02830662172914424,0.111646
2023-05-01 12:00:00,1049.15,1325.25,51.91,-36.56,-0.02830662172914424,0.111646
2023-05-01 13:00:00,1330.22,1138.5,32.96,130.84,-0.02830662172914424,0.111646
2023-05-01 14:00:00,716.96,999.5,28.49,130.64,-0.02830662172914424,0.111646
2023-05-01 15:00:00,1317.97,866.0,39.14,-28.91,-0.02830662172914424,0.111646
2023-05-01 16:00:00,1080.67,744.0,72.45,104.7,-0.02830662172914424,0.111646
2023-05-01 17:00:00,275.0,631.75,90.81,112.68,-0.02830662172914424,0.111646
2023-05-01 18:00:00,489.29,516.0,110.57,57.37,-0.02830662172914424,0.111646
2023-05-01 19:00:00,460.76,584.75,118.42,15.1,-0.02830662172914424,0.111646
2023-05-01 20:00:00,1658.72,688.0,119.53,30.94,-0.02830662172914424,0.111646
2023-05-01 21:00:00,1023.15,815.75,115.65,158.16,-0.02830662172914424,0.111646
2023-05-01 22:00:00,1066.82,1266.75,112.02,164.13,-0.02830662172914424,0.111646
2023-05-01 23:00:00,1482.36,2088.0,105.5,17.97,-0.02830662172914424,0.111646
2023-05-02 00:00:00,2717.06,2876.5,93.57,25.94,-0.033264492553519744,0.097429
2023-05-02 01:00:00,4508.99,3865.0,81.33,28.89,-0.033264492553519744,0.097429
2023-05-02 02:00:00,4677.05,4869.25,79.15,-0.79,-0.033264492553519744,0.097429
2023-05-02 03:00:00,4944.57,5053.75,76.87,13.14,-0.033264492553519744,0.097429
2023-05-02 04:00:00,3990.22,5106.0,77.17,92.95,-0.033264492553519744,0.097429
2023-05-02 05:00:00,5608.75,5177.0,85.88,22.16,-0.033264492553519744,0.097429
2023-05-02 06:00:00,4164.06,5157.0,105.52,96.47,-0.033264492553519744,0.097429
2023-05-02 07:00:00,5739.1,5036.5,121.09,151.35,-0.033264492553519744,0.097429
2023-05-02 08:00:00,5313.21,4754.0,128.43,85.03,-0.033264492553519744,0.097429
2023-05-02 09:00:00,4679.78,4616.0,116.86,148.13,-0.033264492553519744,0.097429
2023-05-02 10:00:00,4405.17,4366.5,109.92,146.99,-0.033264492553519744,0.097429
2023-05-02 11:00:00,4529.66,4185.25,103.53,150.92,-0.033264492553519744,0.097429
2023-05-02 12:00:00,3837.17,4344.75,93.55,73.22,-0.033264492553519744,0.097429
2023-05-02 13:00:00,4357.21,4575.0,88.13,44.27,-0.033264492553519744,0.097429
2023-05-02 14:00:00,3963.73,4500.25,82.01,111.07,-0.033264492553519744,0.097429
2023-05-02 15:00:00,4879.38,4658.5,77.88,72.28,-0.033264492553519744,0.097429
2023-05-02 16:00:00,4606.49,4884.25,82.85,108.06,-0.033264492553519744,0.097429
2023-05-02 17:00:00,5522.13,4831.75,89.72,137.48,-0.033264492553519744,0.097429
2023-05-02 18:00:00,4461.49,4670.75,111.53,53.63,-0.033264492553519744,0.097429
2023-05-02 19:00:00,3937.47,4132.5,123.52,157.34,-0.033264492553519744,0.097429
2023-05-02 20:00:00,3014.46,2975.5,135.74,167.68,-0.033264492553519744,0.097429
2023-05-02 21:00:00,2641.21,2669.5,127.02,139.81,-0.033264492553519744,0.097429
2023-05-02 22:00:00,3179.47,2781.5,117.83,147.22,-0.033264492553519744,0.097429
2023-05-02 23:00:00,2773.15,2986.75,110.34,49.13,-0.033264492553519744,0.097429
2023-05-03 00:00:00,3868.66,3085.25,102.28,99.02,-0.029672280861779383,0.093344
2023-05-03 01:00:00,3229.63,3078.75,97.51,39.17,-0.029672280861779383,0.093344
2023-05-03 02:00:00,2962.0,2885.0,95.93,24.29,-0.029672280861779383,0.093344
2023-05-03 03:00:00,3126.74,2850.75,92.92,99.51,-0.029672280861779383,0.093344
2023-05-03 04:00:00,2432.01,2808.5,100.0,116.98,-0.029672280861779383,0.093344
2023-05-03 05:00:00,3521.07,2642.75,106.34,141.6,-0.029672280861779383,0.093344
2023-05-03 06:00:00,2509.43,2211.0,119.26,87.35,-0.029672280861779383,0.093344
2023-05-03 07:00:00,1571.04,1188.0,126.65,154.93,-0.029672280861779383,0.093344
2023-05-03 08:00:00,147.76,462.5,118.86,116.89,-0.029672280861779383,0.093344
2023-05-03 09:00:00,675.03,409.25,104.61,113.03,-0.029672280861779383,0.093344
2023-05-03 10:00:00,414.18,351.25,86.61,148.8,-0.029672280861779383,0.093344
2023-05-03 11:00:00,512.35,367.5,79.96,20.05,-0.029672280861779383,0.093344
2023-05-03 12:00:00,365.83,451.0,73.95,7.67,-0.029672280861779383,0.093344
2023-05-03 13:00:00,470.32,430.0,76.03,-8.27,-0.029672280861779383,0.093344
2023-05-03 14:00:00,9.72,438.75,71.38,46.93,-0.029672280861779383,0.093344
2023-05-03 15:00:00,0.0,512.75,69.83,84.65,-0.029672280861779383,0.093344
2023-05-03 16:00:00,565.85,547.5,79.68,58.37,-0.029672280861779383,0.093344
2023-05-03 17:00:00,582.92,509.75,92.72,87.41,-0.029672280861779383,0.093344
2023-05-03 18:00:00,514.13,538.25,117.9,46.05,-0.029672280861779383,0.093344
2023-05-03 19:00:00,698.42,621.5,133.09,61.39,-0.029672280861779383,0.093344
2023-05-03 20:00:00,946.56,773.75,163.02,182.95,-0.029672280861779383,0.093344
2023-05-03 21:00:00,1249.95,1014.5,125.65,78.76,-0.029672280861779383,0.093344
2023-05-03 22:00:00,1109.57,1090.25,114.92,48.29,-0.029672280861779383,0.093344
2023-05-03 23:00:00,717.5,1067.25,109.01,40.68,-0.029672280861779383,0.093344
2023-05-04 00:00:00,1132.0,1231.25,95.14,31.36,-0.02149977702650521,0.203268
2023-05-04 01:00:00,2001.95,1406.75,90.49,46.73,-0.02149977702650521,0.203268
2023-05-04 02:00:00,1658.51,1460.75,89.46,85.73,-0.02149977702650521,0.203268
2023-05-04 03:00:00,1289.38,1448.75,90.51,61.31,-0.02149977702650521,0.203268
2023-05-04 04:00:00,1526.9,1348.25,91.13,58.43,-0.02149977702650521,0.203268
2023-05-04 05:00:00,2048.69,1167.0,101.61,93.96,-0.02149977702650521,0.203268
2023-05-04 06:00:00,1244.7,1109.0,118.77,89.37,-0.02149977702650521,0.203268
2023-05-04 07:00:00,780.2,743.5,123.52,89.33,-0.02149977702650521,0.203268
2023-05-04 08:00:00,501.95,225.75,113.92,123.67,-0.02149977702650521,0.203268
2023-05-04 09:00:00,275.36,102.5,99.21,52.37,-0.02149977702650521,0.203268
2023-05-04 10:00:00,418.45,135.0,85.51,76.21,-0.02149977702650521,0.203268
2023-05-04 11:00:00,123.55,227.75,75.63,97.96,-0.02149977702650521,0.203268
2023-05-04 12:00:00,163.51,236.0,66.57,35.34,-0.02149977702650521,0.203268
2023-05-04 13:00:00,565.33,282.0,57.21,166.07,-0.02149977702650521,0.203268
2023-05-04 14:00:00,558.41,363.5,53.86,90.11,-0.02149977702650521,0.203268
2023-05-04 15:00:00,507.98,493.75,62.02,14.55,-0.02149977702650521,0.203268
2023-05-04 16:00:00,1207.29,712.5,74.95,5.11,-0.02149977702650521,0.203268
2023-05-04 17:00:00,1332.68,1268.25,94.63,15.79,-0.02149977702650521,0.203268
2023-05-04 18:00:00,3072.75,1935.0,109.81,61.53,-0.02149977702650521,0.203268
2023-05-04 19:00:00,2152.57,2824.25,115.92,359.61,-0.02149977702650521,0.203268
2023-05-04 20:00:00,4425.33,3870.0,114.72,405.87,-0.02149977702650521,0.203268
2023-05-04 21:00:00,5291.56,5184.0,109.05,77.71,-0.02149977702650521,0.203268
2023-05-04 22:00:00,4635.24,4774.5,100.24,157.55,-0.02149977702650521,0.203268
2023-05-04 23:00:00,5181.32,4861.5,89.43,158.02,-0.02149977702650521,0.203268
2023-05-05 00:00:00,4458.12,5967.75,86.94,97.91,-0.025086723790061466,0.167468
2023-05-05 01:00:00,5952.23,5720.5,77.72,148.78,-0.025086723790061466,0.167468
2023-05-05 02:00:00,6595.63,5756.25,74.58,43.07,-0.025086723790061466,0.167468
2023-05-05 03:00:00,5666.25,5962.5,75.54,39.27,-0.025086723790061466,0.167468
2023-05-05 04:00:00,6293.31,6225.5,74.58,43.98,-0.025086723790061466,0.167468
2023-05-05 05:00:00,7525.42,6623.5,83.16,140.6,-0.025086723790061466,0.167468
2023-05-05 06:00:00,7094.45,7019.0,96.17,138.92,-0.025086723790061466,0.167468
2023-05-05 07:00:00,6537.82,6724.0,108.08,93.02,-0.025086723790061466,0.167468
2023-05-05 08:00:00,6021.83,6078.75,105.18,131.02,-0.025086723790061466,0.167468
2023-05-05 09:00:00,6121.56,5977.0,92.43,148.63,-0.025086723790061466,0.167468
2023-05-05 10:00:00,5515.29,5773.25,85.63,36.79,-0.025086723790061466,0.167468
2023-05-05 11:00:00,6022.63,5636.0,76.9,-4.18,-0.025086723790061466,0.167468
2023-05-05 12:00:00,5460.74,5591.0,74.53,148.3,-0.025086723790061466,0.167468
2023-05-05 13:00:00,6241.05,5767.75,73.17,111.98,-0.025086723790061466,0.167468
2023-05-05 14:00:00,6044.55,5983.0,74.96,113.71,-0.025086723790061466,0.167468
2023-05-05 15:00:00,5954.73,5970.75,77.04,130.21,-0.025086723790061466,0.167468
2023-05-05 16:00:00,6597.29,6535.0,86.61,60.1,-0.025086723790061466,0.167468
2023-05-05 17:00:00,7576.31,8168.75,95.17,112.49,-0.025086723790061466,0.167468
2023-05-05 18:00:00,8112.84,8911.0,107.17,110.51,-0.025086723790061466,0.167468
2023-05-05 19:00:00,9311.85,9305.5,114.53,149.92,-0.025086723790061466,0.167468
2023-05-05 20:00:00,9759.09,9625.0,122.16,100.24,-0.025086723790061466,0.167468
2023-05-05 21:00:00,9613.86,9327.0,120.01,157.91,-0.025086723790061466,0.167468
2023-05-05 22:00:00,8973.58,8659.75,109.8,350.94,-0.025086723790061466,0.167468
2023-05-05 23:00:00,8068.86,8186.25,98.19,234.89,-0.025086723790061466,0.167468
2023-05-06 00:00:00,7724.3,8006.5,101.39,43.75,-0.01933844197295028,0.133937
2023-05-06 01:00:00,7248.07,7479.0,94.65,154.17,-0.01933844197295028,0.133937
2023-05-06 02:00:00,7284.07,6988.0,90.94,163.14,-0.01933844197295028,0.133937
2023-05-06 03:00:00,6234.68,6287.75,87.13,153.99,-0.01933844197295028,0.133937
2023-05-06 04:00:00,5208.8,5391.0,85.44,117.9,-0.01933844197295028,0.133937
2023-05-06 05:00:00,4634.92,4836.5,87.13,139.89,-0.01933844197295028,0.133937
2023-05-06 06:00:00,3731.38,4602.5,92.35,155.84,-0.01933844197295028,0.133937
2023-05-06 07:00:00,3927.86,4017.0,94.08,137.6,-0.01933844197295028,0.133937
2023-05-06 08:00:00,3147.14,3493.5,90.39,146.2,-0.01933844197295028,0.133937
2023-05-06 09:00:00,2932.97,3127.5,88.63,135.34,-0.01933844197295028,0.133937
2023-05-06 10:00:00,3396.74,3227.5,78.41,47.74,-0.01933844197295028,0.133937
2023-05-06 11:00:00,3611.47,3311.75,70.71,11.15,-0.01933844197295028,0.133937
2023-05-06 12:00:00,3438.19,3163.0,67.48,135.32,-0.01933844197295028,0.133937
2023-05-06 13:00:00,3477.97,3125.25,52.97,52.34,-0.01933844197295028,0.133937
2023-05-06 14:00:00,3383.22,3124.75,47.51,19.37,-0.01933844197295028,0.133937
2023-05-06 15:00:00,3469.16,3077.5,60.01,49.04,-0.01933844197295028,0.133937
2023-05-06 16:00:00,2644.12,3198.5,70.92,38.71,-0.01933844197295028,0.133937
2023-05-06 17:00:00,4188.03,3362.5,85.8,21.26,-0.01933844197295028,0.133937
2023-05-06 18:00:00,3766.28,3462.75,97.58,112.17,-0.01933844197295028,0.133937
2023-05-06 19:00:00,3532.47,3685.5,102.66,61.69,-0.01933844197295028,0.133937
2023-05-06 20:00:00,4139.84,3757.25,106.23,23.94,-0.01933844197295028,0.133937
2023-05-06 21:00:00,6730.52,3863.25,103.29,131.47,-0.01933844197295028,0.133937
2023-05-06 22:00:00,3182.41,3649.75,97.98,150.12,-0.01933844197295028,0.133937
2023-05-06 23:00:00,3418.93,3288.25,87.77,141.63,-0.01933844197295028,0.133937
2023-05-07 00:00:00,2765.53,2964.75,88.03,131.14,-0.02211294055511153,0.220179
2023-05-07 01:00:00,3170.01,2625.5,81.87,130.09,-0.02211294055511153,0.220179
2023-05-07 02:00:00,2326.94,2409.0,78.54,130.08,-0.02211294055511153,0.220179
2023-05-07 03:00:00,2777.11,2422.0,79.35,130.04,-0.02211294055511153,0.220179
2023-05-07 04:00:00,2858.29,2552.75,78.8,25.4,-0.02211294055511153,0.220179
2023-05-07 05:00:00,2689.01,2818.75,79.88,97.53,-0.02211294055511153,0.220179
2023-05-07 06:00:00,2649.25,3013.75,78.99,29.06,-0.02211294055511153,0.220179
2023-05-07 07:00:00,2749.31,2903.75,77.79,41.57,-0.02211294055511153,0.220179
2023-05-07 08:00:00,3220.75,3035.75,72.09,128.41,-0.02211294055511153,0.220179
